# FishBite log v1 sample_hz=100 record_bytes=17 t0_ms=1000
1000,96,-27,8208,5,27,-46,0
1010,-17,-31,8148,-28,-17,-9,0
1020,-37,17,8170,-105,39,-13,0
1030,-30,11,8201,2,-28,6,0
1040,-63,59,8140,-7,1,7,0
1050,-10,20,8043,-8,-9,-18,0
1060,57,-45,8183,-71,5,-58,0
1070,-70,92,8216,-5,1,-52,0
1080,-49,12,8099,5,-62,0,0
1090,-52,67,8229,-21,-67,-30,0
1100,-8,-47,8198,29,-6,-19,0
1110,27,-18,8222,-15,49,-14,0
1120,-49,-1,8160,-36,-8,21,0
1130,-95,-7,8180,-9,23,-48,0
1140,22,-15,8192,-11,-15,-21,0
1150,12,83,8231,25,15,-19,0
1160,21,82,8134,24,30,6,0
1170,29,54,8280,41,52,8,0
1180,31,4,8201,-18,20,46,0
1190,-9,8,8215,-1,29,7,0
1200,-51,-45,8220,19,35,7,0
1210,7,-67,8248,-32,33,-39,0
1220,-29,5,8173,-24,29,21,0
1230,15,-15,8157,-17,-18,-2,0
1240,31,-8,8158,-21,42,5,0
1250,9,11,8216,4,38,26,0
1260,-117,-6,8313,-43,4,35,0
1270,0,55,8140,-41,-6,-24,0
1280,-44,23,8203,0,-13,9,0
1290,-5,-30,8213,12,3,23,0
1300,-45,-6,8170,44,17,69,0
1310,64,-15,8147,16,-9,-5,0
1320,-43,25,8200,13,10,-30,0
1330,-92,-11,8166,-17,31,-3,0
1340,62,7,8220,17,26,-41,0
1350,45,4,8152,20,11,42,0
1360,30,15,8125,55,49,25,0
1370,19,50,8156,23,1,-33,0
1380,15,14,8262,31,-52,-64,0
1390,-3,-9,8154,-48,-6,-38,0
1400,-28,35,8202,-25,-37,-6,0
1410,71,-21,8263,-26,-7,23,0
1420,-32,2,8137,22,38,-21,0
1430,8,-17,8104,90,21,27,0
1440,16,7,8289,-60,-10,-14,0
1450,-9,28,8162,-43,-37,15,0
1460,39,33,8257,-17,32,22,0
1470,-7,-31,8228,-22,-10,-32,0
1480,72,-2,8171,-8,-7,3,0
1490,-70,-48,8213,35,-33,4,0
1500,-24,-93,8179,-36,29,-7,0
1510,-2,-60,8198,-64,7,45,0
1520,-50,35,8250,-7,37,3,0
1530,-20,-82,8148,-49,78,8,0
1540,-7,-55,8263,-38,49,36,0
1550,3,-27,8190,-43,21,55,0
1560,37,43,8163,10,-34,-15,0
1570,30,103,8195,1,-62,6,0
1580,-37,-58,8131,5,-13,22,0
1590,-10,0,8252,26,25,48,0
1600,9,-41,8159,-51,12,-13,0
1610,21,34,8159,6,42,3,0
1620,38,-8,8153,-8,-62,23,0
1630,-21,55,8141,4,11,-7,0
1640,16,-31,8148,-46,-19,-27,0
1650,10,-15,8165,-24,-63,-12,0
1660,17,-55,8181,22,-23,6,0
1670,-18,102,8250,39,-23,21,0
1680,-7,15,8168,5,-25,10,0
1690,73,-57,8137,17,26,-12,0
1700,24,18,8215,46,-22,22,0
1710,8,-29,8213,-43,-49,36,0
1720,-46,70,8235,-17,-29,-74,0
1730,-3,-68,8257,-56,2,-91,0
1740,-15,55,8173,-28,-16,12,0
1750,37,-10,8106,10,32,77,0
1760,7,7,8169,25,59,-34,0
1770,3,-44,8163,-6,16,-28,0
1780,-13,57,8213,23,13,-7,0
1790,17,22,8192,34,0,30,0
1800,1,30,8164,-19,-39,40,0
1810,21,9,8218,-28,3,-17,0
1820,-78,-11,8155,48,-25,-21,0
1830,41,-1,8136,7,-25,57,0
1840,-45,-31,8077,-23,63,-4,0
1850,-40,12,8180,-2,83,67,0
1860,67,70,8153,-66,25,13,0
1870,2,-5,8222,19,9,16,0
1880,-9,-16,8250,-8,67,22,0
1890,2,47,8171,-6,-12,0,0
1900,29,87,8214,-36,-28,-61,0
1910,30,37,8206,12,18,14,0
1920,27,9,8151,31,45,-55,0
1930,-10,-48,8213,-10,48,37,0
1940,-20,-20,8167,19,-31,15,0
1950,-59,44,8212,-39,-26,5,0
1960,12,-120,8200,51,-15,-46,0
1970,51,10,8200,21,-41,-23,0
1980,-48,-48,8178,-36,54,17,0
1990,34,-70,8183,-5,5,15,0
2000,-34,-39,8232,75,69,-10,0
2010,-33,8,8212,59,-8,-25,0
2020,43,-31,8156,18,-7,-35,0
2030,-11,-18,8182,-25,19,-12,0
2040,-25,44,8153,25,19,-10,0
2050,9,-62,8202,-35,-29,9,0
2060,-31,5,8209,35,13,34,0
2070,-32,-16,8219,39,15,-18,0
2080,-45,-40,8238,-33,-8,21,0
2090,18,-30,8275,5,9,27,0
2100,-13,29,8186,-30,-32,12,0
2110,4,-7,8173,-8,26,36,0
2120,-11,11,8115,-38,-23,-30,0
2130,29,-87,8212,22,73,-16,0
2140,19,61,8231,-31,-12,-38,0
2150,3,28,8248,18,29,35,0
2160,-34,28,8232,-6,-32,5,0
2170,6,28,8118,-12,67,43,0
2180,-6,-12,8181,-32,-15,-1,0
2190,-50,-3,8203,-42,-15,-51,0
2200,2,9,8171,2,18,22,0
2210,-55,-13,8133,-62,34,25,0
2220,52,32,8171,7,-18,45,0
2230,-97,16,8169,24,40,-21,0
2240,56,45,8127,60,-39,-45,0
2250,39,-30,8201,-2,-34,53,0
2260,61,3,8257,0,8,-10,0
2270,-54,-14,8153,13,5,-19,0
2280,53,15,8267,-13,-13,-24,0
2290,10,-7,8194,58,26,-20,0
2300,17,-11,8179,-7,2,21,0
2310,42,2,8159,0,-6,-9,0
2320,-50,-5,8117,42,24,25,0
2330,-38,10,8245,-7,-35,-4,0
2340,-93,39,8210,-45,23,38,0
2350,26,27,8255,7,46,-7,0
2360,-28,-13,8149,13,-23,12,0
2370,13,67,8265,-18,-6,-5,0
2380,-25,74,8243,-7,-45,-21,0
2390,1,65,8139,48,-47,12,0
2400,-48,-17,8094,20,1,-34,0
2410,-87,-3,8191,-48,16,-4,0
2420,-47,-33,8091,24,32,-7,0
2430,-52,-47,8179,-29,9,-29,0
2440,37,48,8167,-27,-97,1,0
2450,15,-39,8237,-22,-39,27,0
2460,18,-85,8163,-43,-8,5,0
2470,-19,6,8228,-11,-42,-33,0
2480,34,70,8184,12,-27,-19,0
2490,39,-22,8199,4,38,7,0
2500,-3,-13,8170,33,70,-52,0
2510,41,-41,8166,-11,-15,-13,0
2520,-25,73,8132,-22,-26,6,0
2530,-53,-1,8196,63,21,-2,0
2540,4,75,8187,-23,-21,-12,0
2550,35,-41,8168,-1,-31,21,0
2560,-17,20,8212,48,56,-29,0
2570,-54,-48,8211,17,-1,-2,0
2580,61,36,8201,20,-49,38,0
2590,84,5,8174,40,-16,3,0
2600,25,-7,8220,-63,-80,24,0
2610,21,9,8176,1,14,-37,0
2620,10,-32,8277,12,9,33,0
2630,38,39,8165,5,29,7,0
2640,5,-23,8200,45,-39,-44,0
2650,-49,-63,8244,61,16,3,0
2660,56,43,8100,-2,80,-13,0
2670,-29,-25,8256,-14,14,39,0
2680,8,1,8150,-40,35,-42,0
2690,44,51,8253,-6,-27,3,0
2700,53,22,8212,-4,30,-63,0
2710,-47,63,8211,23,-62,-27,0
2720,-17,-4,8240,-18,4,-23,0
2730,-9,15,8209,32,-41,25,0
2740,19,-32,8245,-22,-12,17,0
2750,58,-16,8252,13,-25,24,0
2760,3,-29,8186,41,11,-8,0
2770,33,-56,8219,43,-37,-36,0
2780,-35,-8,8162,0,-32,9,0
2790,23,18,8169,27,-50,-21,0
2800,-3,52,8177,20,53,64,0
2810,70,-32,8203,17,22,17,0
2820,-4,2,8137,24,11,-18,0
2830,73,1,8166,19,15,21,0
2840,-3,31,8197,39,11,-26,0
2850,-41,24,8230,-47,20,-2,0
2860,12,-32,8148,-19,-26,-13,0
2870,5,2,8269,-30,-14,4,0
2880,25,-41,8135,9,13,19,0
2890,26,-61,8235,-4,68,-12,0
2900,-86,-4,8200,11,7,-17,0
2910,-67,-6,8180,-21,2,-9,0
2920,-81,-33,8159,-8,53,-1,0
2930,22,-84,8241,-17,17,-35,0
2940,-1,33,8191,7,-24,-23,0
2950,11,-7,8198,-21,-12,24,0
2960,57,-16,8166,4,30,9,0
2970,44,-7,8154,-60,28,8,0
2980,-26,14,8146,33,33,38,0
2990,-17,57,8225,51,-54,30,0
3000,53,-11,8231,4,47,-7,0
3010,3,-47,8275,-26,-33,-28,0
3020,4,3,8210,50,32,-46,0
3030,8,-7,8223,4,43,5,0
3040,79,-37,8240,30,-23,-42,0
3050,-26,16,8259,-46,-9,-40,0
3060,32,7,8194,24,10,48,0
3070,-11,-23,8193,-1,42,-12,0
3080,-20,-26,8162,-62,5,17,0
3090,7,-30,8230,23,9,21,0
3100,-4,17,8214,-38,-16,-22,0
3110,16,-103,8204,0,-5,13,0
3120,-59,9,8162,-19,45,-10,0
3130,43,-1,8181,-12,-46,-11,0
3140,6,57,8223,27,-29,-23,0
3150,15,22,8150,34,-20,9,0
3160,-18,30,8227,33,-29,5,0
3170,91,1,8211,5,-16,56,0
3180,64,-27,8213,60,16,3,0
3190,40,34,8144,-26,52,-18,0
3200,-1,-25,8270,-39,6,-12,0
3210,-11,-48,8161,-6,9,-59,0
3220,4,-34,8190,-14,-3,-7,0
3230,19,1,8125,-77,-46,10,0
3240,-67,-41,8266,-11,-6,11,0
3250,26,-21,8196,-65,11,19,0
3260,-70,37,8269,-83,-7,45,0
3270,28,-29,8167,-12,22,-28,0
3280,-60,5,8160,54,-34,9,0
3290,-9,-60,8171,-65,12,-31,0
3300,-51,-64,8248,16,-33,-6,0
3310,25,23,8192,-68,55,-5,0
3320,56,-52,8224,43,37,-40,0
3330,-11,63,8158,22,-6,-49,0
3340,38,44,8218,8,33,-65,0
3350,-2,70,8212,35,-8,11,0
3360,-47,21,8203,-12,-1,3,0
3370,8,31,8233,-70,8,37,0
3380,-47,-7,8289,-20,33,8,0
3390,-58,-10,8117,-11,30,21,0
3400,12,-22,8218,40,25,32,0
3410,19,19,8156,49,-34,-29,0
3420,-29,-30,8246,-7,-8,-9,0
3430,0,54,8253,-14,56,20,0
3440,13,54,8197,11,5,-37,0
3450,-51,-39,8157,-19,-18,36,0
3460,1,32,8206,-28,-9,-49,0
3470,-70,15,8190,2,32,-44,0
3480,-7,-92,8156,19,-50,-43,0
3490,-13,68,8222,-7,19,2,0
3500,-17,-23,8209,-5,24,-19,0
3510,33,-18,8239,32,-24,74,0
3520,14,-28,8140,3,4,-25,0
3530,-45,-20,8148,-22,-30,13,0
3540,-104,81,8173,-2,-44,35,0
3550,-7,-15,8154,19,15,-21,0
3560,65,-38,8240,5,-45,-9,0
3570,21,-18,8195,-4,13,-22,0
3580,74,12,8251,-9,6,-32,0
3590,1,61,8204,-24,-18,18,0
3600,-8,82,8201,0,23,53,0
3610,-62,-29,8163,-65,-6,-4,0
3620,34,25,8218,19,-14,93,0
3630,60,-13,8155,16,32,15,0
3640,31,40,8209,-30,-16,-58,0
3650,37,-22,8199,69,-26,0,0
3660,-33,-75,8232,-3,-2,25,0
3670,-9,27,8243,-22,14,5,0
3680,43,99,8151,50,3,21,0
3690,15,-6,8142,0,-29,47,0
3700,18,-23,8177,36,-46,6,0
3710,6,-37,8234,-13,34,6,0
3720,-26,-5,8232,-30,-27,-3,0
3730,22,24,8153,-39,-3,-8,0
3740,11,-62,8171,-36,51,-67,0
3750,-38,-22,8121,-15,-25,-51,0
3760,-20,52,8197,43,40,4,0
3770,-13,-89,8109,6,2,5,0
3780,-36,-12,8148,27,2,-65,0
3790,-24,48,8149,-36,-32,-18,0
3800,3,-8,8198,-19,20,45,0
3810,-36,11,8204,5,-2,15,0
3820,-9,-26,8161,23,-17,-58,0
3830,-19,-21,8226,32,-35,39,0
3840,13,61,8171,21,23,50,0
3850,-51,-1,8197,-7,-28,-8,0
3860,3,77,8194,34,-16,7,0
3870,-1,3,8134,0,83,0,0
3880,-52,92,8210,11,-49,-9,0
3890,-9,-6,8152,21,-42,36,0
3900,-1,-17,8130,11,12,-47,0
3910,67,-10,8131,39,-34,-29,0
3920,-57,-38,8180,-35,8,-33,0
3930,-5,-91,8169,-3,19,-13,0
3940,3,12,8156,16,8,-18,0
3950,-50,49,8234,5,33,45,0
3960,-7,22,8213,15,-5,-16,0
3970,29,7,8256,14,2,-40,0
3980,-6,10,8185,-24,-93,-30,0
3990,4,62,8145,15,-42,29,0
4000,-10,-1,8205,-22,-22,30,0
4010,-57,-38,8222,22,-27,-25,0
4020,3,73,8249,-11,-19,-4,0
4030,-71,10,8174,32,-27,9,0
4040,-26,-23,8261,-30,-4,11,0
4050,74,11,8174,8,55,17,0
4060,25,89,8156,36,-27,39,0
4070,20,25,8203,8,-93,-39,0
4080,84,3,8186,19,30,6,0
4090,41,25,8168,5,32,-29,0
4100,2,-30,8181,-50,3,-21,0
4110,43,-14,8273,36,-24,65,0
4120,4,15,8141,-3,-22,-42,0
4130,-45,53,8169,-2,-26,-15,0
4140,-23,-7,8191,26,-4,-6,0
4150,-36,21,8207,-12,-59,-5,0
4160,-86,56,8191,38,-9,25,0
4170,64,30,8148,-51,-21,3,0
4180,-51,-81,8162,-9,-64,-9,0
4190,24,-52,8191,-8,3,4,0
4200,-45,15,8267,7,-51,-16,0
4210,68,-15,8191,-47,-55,-9,0
4220,7,-34,8200,-18,-72,-15,0
4230,17,85,8126,5,6,9,0
4240,0,55,8233,-26,-32,-4,0
4250,-65,0,8217,-22,-14,-27,0
4260,0,14,8146,25,-36,-2,0
4270,6,-45,8173,-39,28,-9,0
4280,-65,25,8171,56,-9,17,0
4290,-50,-15,8181,25,39,-1,0
4300,-11,-41,8160,-8,30,54,0
4310,-15,-32,8148,23,42,18,0
4320,62,-2,8172,4,-42,-10,0
4330,-27,-80,8190,15,40,-8,0
4340,42,-36,8237,-26,-7,-46,0
4350,65,-20,8234,-6,6,21,0
4360,-50,14,8175,-34,33,-7,0
4370,50,3,8175,-20,-1,-22,0
4380,37,-25,8246,-13,-4,-22,0
4390,91,-85,8224,35,36,57,0
4400,60,-68,8197,-32,-8,-8,0
4410,41,32,8190,-27,10,1,0
4420,-19,35,8244,-28,41,-37,0
4430,-21,-66,8204,54,-41,-23,0
4440,-45,1,8233,-49,23,61,0
4450,-14,-4,8213,-65,-32,14,0
4460,-3,27,8149,-8,-27,-39,0
4470,24,66,8152,10,18,41,0
4480,-31,-65,8208,-27,-43,-13,0
4490,-4,4,8180,-70,-73,12,0
4500,51,17,8145,28,-33,40,0
4510,10,32,8156,18,-68,39,0
4520,-52,-5,8227,29,3,-51,0
4530,53,-15,8135,48,87,-11,0
4540,46,41,8210,22,11,-66,0
4550,-30,-20,8157,3,-2,22,0
4560,90,-30,8223,58,0,-53,0
4570,-2,50,8217,-47,10,-4,0
4580,-19,34,8089,49,61,-12,0
4590,-39,-59,8209,-18,-66,-67,0
4600,22,38,8138,47,-17,4,0
4610,-42,42,8183,-2,11,-25,0
4620,56,13,8165,-39,6,4,0
4630,-8,-48,8244,3,32,19,0
4640,-7,-28,8138,29,-7,45,0
4650,60,22,8196,35,57,-2,0
4660,29,67,8154,23,-4,20,0
4670,41,-4,8212,57,27,21,0
4680,8,7,8239,-4,-11,-15,0
4690,-9,11,8195,-3,78,-31,0
4700,11,32,8196,7,-40,6,0
4710,35,-32,8212,31,5,7,0
4720,-59,50,8288,43,57,-88,0
4730,-29,-20,8195,-18,-61,-9,0
4740,-68,-16,8227,59,17,24,0
4750,-76,-50,8216,18,3,-24,0
4760,-20,16,8264,-3,-76,73,0
4770,27,-24,8250,24,-17,-19,0
4780,34,2,8248,-20,-25,-44,0
4790,-11,84,8100,13,-38,-32,0
4800,80,-83,8170,-77,-24,15,0
4810,-3,39,8221,-18,0,14,0
4820,-18,-93,8171,9,5,-63,0
4830,-39,26,8156,29,-40,-63,0
4840,-53,91,8158,-24,13,-20,0
4850,-86,-26,8233,-56,-46,-9,0
4860,6,-30,8264,-13,-44,3,0
4870,6,-2,8179,66,48,15,0
4880,-9,29,8224,8,-32,35,0
4890,21,-51,8221,33,21,-11,0
4900,-9,-27,8175,39,20,-35,0
4910,19,50,8255,17,-28,-10,0
4920,-27,-28,8138,2,7,-20,0
4930,78,-18,8226,67,-7,63,0
4940,19,79,8227,-32,-24,-50,0
